Código,cuenta,precio_n_unique,precio_min_unique,precio_max_unique,precio_range_unique
S36.90,2,2.0,1010400.0,1554887.3658,544487.3658
S02.80,2,1.0,721500.0,721500.0,0.0
I69.3,2,2.0,1068900.0,1595250.0,526350.0
I74.3,2,2.0,3417322.4251,5285419.8565,1868097.4313999997
G61.0,2,2.0,3289950.0,9416848.2886,6126898.2886
K76.6,2,1.0,1834650.0,1834650.0,0.0
L02.9,2,2.0,628950.0,903900.0,274950.0
S41.7,2,2.0,810150.0,927000.0,116850.0
S05.8,2,1.0,878850.0,878850.0,0.0
I77.8,2,2.0,702450.0,9416848.2886,8714398.2886
S45.0,2,2.0,3109936.5137,5285419.8565,2175483.3427999998
S45.1,2,2.0,2520564.474,5285419.8565,2764855.3825
S45.7,2,2.0,3109936.5137,5285419.8565,2175483.3427999998
S36.50,2,2.0,1644300.0,2585115.5154,940815.5153999999
S36.40,2,2.0,2115785.7632,5767045.0451,3651259.2819
I82.8,2,2.0,702450.0,3417322.4251,2714872.4251
S36.31,2,1.0,5767045.0451,5767045.0451,0.0
I51.7,2,2.0,712800.0,4153107.2279,3440307.2279
S00.0,2,1.0,810150.0,810150.0,0.0
M86.97,2,1.0,1909837.2025,1909837.2025,0.0
K63.0,2,2.0,1395370.256,1397700.0,2329.743999999948
S82.11,2,2.0,695550.0,913650.0,218100.0
N13.5,2,1.0,1769572.1576,1769572.1576,0.0
R21,2,2.0,538500.0,796800.0,258300.0
K42.1,2,1.0,2020657.9127,2020657.9127,0.0
S81.9,2,2.0,810150.0,2080679.0565,1270529.0565
N17.0,2,2.0,706050.0,9416848.2886,8710798.2886
S09.8,2,1.0,993000.0,993000.0,0.0
S27.10,2,1.0,795900.0,795900.0,0.0
K12.2,2,1.0,1031198.8419,1031198.8419,0.0
H44.0,2,2.0,597450.0,910650.0,313200.0
K43.3,2,2.0,1538385.5958,1644300.0,105914.40419999999
S92.00,2,1.0,913650.0,913650.0,0.0
S11.8,2,2.0,810150.0,9416848.2886,8606698.2886
K52.3,2,1.0,1086450.0,1086450.0,0.0
N18.9,2,2.0,1050000.0,1769850.0,719850.0
K26.0,2,2.0,1570200.0,4991947.2021,3421747.2021000003
G93.8,2,2.0,917400.0,1595250.0,677850.0
K20,2,2.0,688050.0,1498650.0,810600.0
S90.1,2,2.0,1909837.2025,2455851.6505,546014.4480000001
K21.0,2,2.0,1498650.0,2020657.9127,522007.9127
G93.9,2,2.0,917400.0,1595250.0,677850.0
K51.8,2,2.0,798450.0,1020000.0,221550.0
G95.2,2,2.0,1553100.0,2461500.0,908400.0
N28.1,2,2.0,769350.0,1769572.1576,1000222.1576
K50.1,2,2.0,1542300.0,5767045.0451,4224745.0451
S19.8,2,2.0,810150.0,9416848.2886,8606698.2886
N30.9,2,2.0,638700.0,1191900.0,553200.0
J98.8,2,1.0,850500.0,850500.0,0.0
P28.5,2,2.0,630450.0,1444200.0,813750.0
K31.8,2,2.0,1644300.0,5767045.0451,4122745.0450999998
S81.0,2,2.0,810150.0,1417500.0,607350.0
K31.1,2,2.0,2020657.9127,4311491.8634,2290833.9507
I05.2,2,1.0,1516350.0,1516350.0,0.0
N28.8,2,2.0,1064525.946,1769572.1576,705046.2116
R02,2,2.0,1465650.0,2272552.578,806902.5780000002
N32.3,2,1.0,1432050.0,1432050.0,0.0
K41.3,2,2.0,1466392.5797,2585115.5154,1118722.9357
J98.2,2,2.0,1189650.0,1826100.0,636450.0
Z92.2,1,1.0,2321550.0,2321550.0,0.0
S15.8,1,1.0,4137576.1503,4137576.1503,0.0
S37.10,1,1.0,1769572.1576,1769572.1576,0.0
S02.90,1,1.0,1012050.0,1012050.0,0.0
Z95.5,1,1.0,2321550.0,2321550.0,0.0
P83.1,1,1.0,158250.0,158250.0,0.0
S11.0,1,1.0,9416848.2886,9416848.2886,0.0
S10.9,1,1.0,644100.0,644100.0,0.0
T78.3,1,1.0,417600.0,417600.0,0.0
Z60.8,1,1.0,158250.0,158250.0,0.0
S36.51,1,1.0,18935781.0561,18935781.0561,0.0
S21.9,1,1.0,927000.0,927000.0,0.0
T78.4,1,1.0,417600.0,417600.0,0.0
S05.4,1,1.0,637800.0,637800.0,0.0
P91.8,1,1.0,1131300.0,1131300.0,0.0
P91.2,1,1.0,1733400.0,1733400.0,0.0
Z65.3,1,1.0,158250.0,158250.0,0.0
S36.60,1,1.0,2020657.9127,2020657.9127,0.0
T81.5,1,1.0,1187803.8747,1187803.8747,0.0
S20.8,1,1.0,1417500.0,1417500.0,0.0
S05.9,1,1.0,637800.0,637800.0,0.0
T81.1,1,1.0,9416848.2886,9416848.2886,0.0
T79.4,1,1.0,1076250.0,1076250.0,0.0
P54.2,1,1.0,730800.0,730800.0,0.0
Z50.9,1,1.0,2242950.0,2242950.0,0.0
S36.20,1,1.0,8517178.2603,8517178.2603,0.0
Z51.8,1,1.0,1630050.0,1630050.0,0.0
S31.2,1,1.0,590250.0,590250.0,0.0
Z41.1,1,1.0,1609893.2657,1609893.2657,0.0
Z35.4,1,1.0,833986.5124,833986.5124,0.0
Z35.3,1,1.0,442650.0,442650.0,0.0
Z34.0,1,1.0,576000.0,576000.0,0.0
S30.8,1,1.0,1187803.8747,1187803.8747,0.0
Z03.5,1,1.0,777900.0,777900.0,0.0
Z20.8,1,1.0,158250.0,158250.0,0.0
S27.30,1,1.0,850500.0,850500.0,0.0
Z03.6,1,1.0,576000.0,576000.0,0.0
S29.9,1,1.0,630450.0,630450.0,0.0
S29.7,1,1.0,941100.0,941100.0,0.0
P52.3,1,1.0,1356450.0,1356450.0,0.0
Z04.1,1,1.0,600900.0,600900.0,0.0
P55.0,1,1.0,158250.0,158250.0,0.0
S27.81,1,1.0,4405487.2394,4405487.2394,0.0
P54.8,1,1.0,600900.0,600900.0,0.0
Z43.1,1,1.0,1010400.0,1010400.0,0.0
S06.91,1,1.0,18935781.0561,18935781.0561,0.0
S09.2,1,1.0,644100.0,644100.0,0.0
S32.51,1,1.0,711900.0,711900.0,0.0
S36.10,1,1.0,2217546.6781,2217546.6781,0.0
P80.8,1,1.0,158250.0,158250.0,0.0
S35.3,1,1.0,5285419.8565,5285419.8565,0.0
P54.3,1,1.0,627450.0,627450.0,0.0
Z48.8,1,1.0,576000.0,576000.0,0.0
S32.70,1,1.0,1039800.0,1039800.0,0.0
T83.5,1,1.0,1689450.0,1689450.0,0.0
Z45.2,1,1.0,2321550.0,2321550.0,0.0
S31.4,1,1.0,1036375.8678,1036375.8678,0.0
S06.30,1,1.0,3417322.4251,3417322.4251,0.0
P77,1,1.0,2404500.0,2404500.0,0.0
T90.5,1,1.0,917400.0,917400.0,0.0
S32.00,1,1.0,816600.0,816600.0,0.0
Z43.6,1,1.0,938250.0,938250.0,0.0
P74.0,1,1.0,598500.0,598500.0,0.0
Z00.8,1,1.0,576000.0,576000.0,0.0
S37.11,1,1.0,5767045.0451,5767045.0451,0.0
T00.9,1,1.0,927000.0,927000.0,0.0
T74.0,1,1.0,1104750.0,1104750.0,0.0
Q33.0,1,1.0,383550.0,383550.0,0.0
S85.1,1,1.0,985800.0,985800.0,0.0
R20.1,1,1.0,917400.0,917400.0,0.0
T21.1,1,1.0,845700.0,845700.0,0.0
S81.8,1,1.0,927000.0,927000.0,0.0
T21.2,1,1.0,845700.0,845700.0,0.0
S81.7,1,1.0,1417500.0,1417500.0,0.0
Q42.3,1,1.0,316650.0,316650.0,0.0
Q40.9,1,1.0,1010400.0,1010400.0,0.0
Q40.0,1,1.0,730800.0,730800.0,0.0
Q37.1,1,1.0,3945300.0,3945300.0,0.0
T22.1,1,1.0,845700.0,845700.0,0.0
Q33.6,1,1.0,850500.0,850500.0,0.0
R22.2,1,1.0,850500.0,850500.0,0.0
P92.0,1,1.0,598500.0,598500.0,0.0
T23.0,1,1.0,845700.0,845700.0,0.0
R23.0,1,1.0,712800.0,712800.0,0.0
S79.8,1,1.0,721500.0,721500.0,0.0
S79.7,1,1.0,1598100.0,1598100.0,0.0
R23.8,1,1.0,538500.0,538500.0,0.0
Q30.9,1,1.0,1644352.8442,1644352.8442,0.0
T25.2,1,1.0,554100.0,554100.0,0.0
R32,1,1.0,1036375.8678,1036375.8678,0.0
T27.2,1,1.0,9416848.2886,9416848.2886,0.0
T27.7,1,1.0,5834022.8174,5834022.8174,0.0
Q27.9,1,1.0,702450.0,702450.0,0.0
S75.8,1,1.0,5285419.8565,5285419.8565,0.0
S85.2,1,1.0,2520564.474,2520564.474,0.0
T20.1,1,1.0,845700.0,845700.0,0.0
S85.8,1,1.0,2520564.474,2520564.474,0.0
S86.1,1,1.0,721500.0,721500.0,0.0
Q87.0,1,1.0,1085400.0,1085400.0,0.0
R00.2,1,1.0,648750.0,648750.0,0.0
Q79.0,1,1.0,316650.0,316650.0,0.0
T09.8,1,1.0,1598100.0,1598100.0,0.0
Q74.8,1,1.0,721500.0,721500.0,0.0
Q69.0,1,1.0,158250.0,158250.0,0.0
R01.1,1,1.0,817350.0,817350.0,0.0
S99.9,1,1.0,2080679.0565,2080679.0565,0.0
Q62.1,1,1.0,4110073.2003,4110073.2003,0.0
Q62.0,1,1.0,383550.0,383550.0,0.0
R04.0,1,1.0,613050.0,613050.0,0.0
Q61.0,1,1.0,1769572.1576,1769572.1576,0.0
T11.4,1,1.0,985800.0,985800.0,0.0
T13.0,1,1.0,810150.0,810150.0,0.0
T13.8,1,1.0,3417322.4251,3417322.4251,0.0
T17.3,1,1.0,644100.0,644100.0,0.0
S91.3,1,1.0,2272552.578,2272552.578,0.0
Q60.3,1,1.0,769350.0,769350.0,0.0
Q54.1,1,1.0,158250.0,158250.0,0.0
R10.1,1,1.0,646050.0,646050.0,0.0
T18.2,1,1.0,1187803.8747,1187803.8747,0.0
S15.2,1,1.0,1465650.0,1465650.0,0.0
S88.9,1,1.0,9416848.2886,9416848.2886,0.0
T18.9,1,1.0,1010400.0,1010400.0,0.0
T20.0,1,1.0,1611300.0,1611300.0,0.0
S72.40,1,1.0,732000.0,732000.0,0.0
R44.2,1,1.0,872700.0,872700.0,0.0
Q25.1,1,1.0,1516350.0,1516350.0,0.0
R90.8,1,1.0,917400.0,917400.0,0.0
Q03.8,1,1.0,917400.0,917400.0,0.0
P94.1,1,1.0,771450.0,771450.0,0.0
T46.2,1,1.0,3417322.4251,3417322.4251,0.0
S00.2,1,1.0,637800.0,637800.0,0.0
T46.5,1,1.0,606900.0,606900.0,0.0
S00.3,1,1.0,810150.0,810150.0,0.0
T48.5,1,1.0,606900.0,606900.0,0.0
S42.20,1,1.0,695550.0,695550.0,0.0
T50.6,1,1.0,744000.0,744000.0,0.0
S42.00,1,1.0,1390050.0,1390050.0,0.0
T52.0,1,1.0,606900.0,606900.0,0.0
T52.1,1,1.0,606900.0,606900.0,0.0
T52.8,1,1.0,1205550.0,1205550.0,0.0
S41.0,1,1.0,2080679.0565,2080679.0565,0.0
T54.3,1,1.0,606900.0,606900.0,0.0
T56.8,1,1.0,516408.3313,516408.3313,0.0
P92.1,1,1.0,158250.0,158250.0,0.0
T59.8,1,1.0,606900.0,606900.0,0.0
S39.6,1,1.0,658950.0,658950.0,0.0
S37.21,1,1.0,2879882.4262,2879882.4262,0.0
T60.0,1,1.0,744000.0,744000.0,0.0
T60.1,1,1.0,606900.0,606900.0,0.0
T60.4,1,1.0,606900.0,606900.0,0.0
T63.4,1,1.0,606900.0,606900.0,0.0
S37.20,1,1.0,1251060.6596,1251060.6596,0.0
R98,1,1.0,2321550.0,2321550.0,0.0
R65.3,1,1.0,835800.0,835800.0,0.0
T28.7,1,1.0,1644300.0,1644300.0,0.0
R60.9,1,1.0,3417322.4251,3417322.4251,0.0
Q25.0,1,1.0,3135600.0,3135600.0,0.0
R45.1,1,1.0,528600.0,528600.0,0.0
R45.6,1,1.0,576000.0,576000.0,0.0
Q24.5,1,1.0,1010850.0,1010850.0,0.0
T29.1,1,1.0,845700.0,845700.0,0.0
R50.8,1,1.0,853350.0,853350.0,0.0
Q22.8,1,1.0,3945300.0,3945300.0,0.0
T36.1,1,1.0,744000.0,744000.0,0.0
T36.8,1,1.0,606900.0,606900.0,0.0
S70.1,1,1.0,927000.0,927000.0,0.0
S61.8,1,1.0,927000.0,927000.0,0.0
T39.0,1,1.0,606900.0,606900.0,0.0
S60.9,1,1.0,927000.0,927000.0,0.0
T40.5,1,1.0,744000.0,744000.0,0.0
R57.2,1,1.0,835800.0,835800.0,0.0
T40.7,1,1.0,606900.0,606900.0,0.0
T42.3,1,1.0,606900.0,606900.0,0.0
R60.0,1,1.0,830400.0,830400.0,0.0
R60.1,1,1.0,830400.0,830400.0,0.0
S51.8,1,1.0,927000.0,927000.0,0.0
S50.8,1,1.0,810150.0,810150.0,0.0
S49.8,1,1.0,1345703.164,1345703.164,0.0
T43.4,1,1.0,744000.0,744000.0,0.0
Q17.5,1,1.0,1644352.8442,1644352.8442,0.0
Q06.8,1,1.0,3945300.0,3945300.0,0.0
S12.70,1,1.0,816600.0,816600.0,0.0
M32.9,1,1.0,2532600.0,2532600.0,0.0
P27.8,1,1.0,630450.0,630450.0,0.0
F20.2,1,1.0,1367250.0,1367250.0,0.0
F23.8,1,1.0,1023600.0,1023600.0,0.0
F25.2,1,1.0,1023600.0,1023600.0,0.0
F30.1,1,1.0,728100.0,728100.0,0.0
F30.2,1,1.0,744750.0,744750.0,0.0
F30.9,1,1.0,744750.0,744750.0,0.0
F31.0,1,1.0,728100.0,728100.0,0.0
F31.7,1,1.0,728100.0,728100.0,0.0
F41.1,1,1.0,528600.0,528600.0,0.0
F60.1,1,1.0,645450.0,645450.0,0.0
F60.4,1,1.0,645450.0,645450.0,0.0
F68.1,1,1.0,720600.0,720600.0,0.0
F71.1,1,1.0,872700.0,872700.0,0.0
F84.1,1,1.0,976650.0,976650.0,0.0
F93.9,1,1.0,874350.0,874350.0,0.0
G00.2,1,1.0,9416848.2886,9416848.2886,0.0
G00.8,1,1.0,18935781.0561,18935781.0561,0.0
G21.0,1,1.0,1068900.0,1068900.0,0.0
G21.1,1,1.0,976800.0,976800.0,0.0
G25.3,1,1.0,1068900.0,1068900.0,0.0
G25.8,1,1.0,1611150.0,1611150.0,0.0
G31.8,1,1.0,1146150.0,1146150.0,0.0
F20.6,1,1.0,1023600.0,1023600.0,0.0
F20.1,1,1.0,1023600.0,1023600.0,0.0
G40.5,1,1.0,1341300.0,1341300.0,0.0
F19.5,1,1.0,516408.3313,516408.3313,0.0
E46,1,1.0,598500.0,598500.0,0.0
E61.1,1,1.0,598500.0,598500.0,0.0
E66.0,1,1.0,2020657.9127,2020657.9127,0.0
E71.3,1,1.0,1181550.0,1181550.0,0.0
E78.2,1,1.0,1181550.0,1181550.0,0.0
E83.1,1,1.0,1181550.0,1181550.0,0.0
E87.2,1,1.0,483900.0,483900.0,0.0
E88.2,1,1.0,1592744.3675,1592744.3675,0.0
F03,1,1.0,976650.0,976650.0,0.0
F06.1,1,1.0,872700.0,872700.0,0.0
F06.2,1,1.0,1262400.0,1262400.0,0.0
F06.7,1,1.0,976650.0,976650.0,0.0
F07.0,1,1.0,976650.0,976650.0,0.0
F10.1,1,1.0,528000.0,528000.0,0.0
F10.2,1,1.0,381750.0,381750.0,0.0
F10.3,1,1.0,381750.0,381750.0,0.0
F10.5,1,1.0,763500.0,763500.0,0.0
F11.2,1,1.0,559650.0,559650.0,0.0
F14.1,1,1.0,528000.0,528000.0,0.0
F16.0,1,1.0,608100.0,608100.0,0.0
F17.2,1,1.0,576000.0,576000.0,0.0
G31.9,1,1.0,1146150.0,1146150.0,0.0
G43.1,1,1.0,759600.0,759600.0,0.0
E23.0,1,1.0,1049100.0,1049100.0,0.0
I42.2,1,1.0,1396650.0,1396650.0,0.0
I45.1,1,1.0,848850.0,848850.0,0.0
I45.6,1,1.0,648750.0,648750.0,0.0
I48.1,1,1.0,848850.0,848850.0,0.0
I48.3,1,1.0,848850.0,848850.0,0.0
I49.8,1,1.0,9523139.1011,9523139.1011,0.0
I49.9,1,1.0,648750.0,648750.0,0.0
I51.3,1,1.0,1443300.0,1443300.0,0.0
I51.4,1,1.0,712800.0,712800.0,0.0
I51.8,1,1.0,712800.0,712800.0,0.0
I60.2,1,1.0,9416848.2886,9416848.2886,0.0
I60.6,1,1.0,1713600.0,1713600.0,0.0
I60.8,1,1.0,2503050.0,2503050.0,0.0
I61.0,1,1.0,9416848.2886,9416848.2886,0.0
I61.4,1,1.0,1356450.0,1356450.0,0.0
I63.9,1,1.0,1336350.0,1336350.0,0.0
I65.2,1,1.0,1019100.0,1019100.0,0.0
I66.3,1,1.0,1019100.0,1019100.0,0.0
I69.4,1,1.0,1068900.0,1068900.0,0.0
I69.8,1,1.0,1068900.0,1068900.0,0.0
I70.20,1,1.0,985800.0,985800.0,0.0
I71.1,1,1.0,985800.0,985800.0,0.0
I44.0,1,1.0,848850.0,848850.0,0.0
I42.0,1,1.0,918600.0,918600.0,0.0
G44.2,1,1.0,921150.0,921150.0,0.0
I30.9,1,1.0,712800.0,712800.0,0.0
G45.3,1,1.0,1040250.0,1040250.0,0.0
G45.4,1,1.0,1131300.0,1131300.0,0.0
G51.9,1,1.0,964800.0,964800.0,0.0
G61.9,1,1.0,1475400.0,1475400.0,0.0
G92,1,1.0,1733400.0,1733400.0,0.0
G97.1,1,1.0,759600.0,759600.0,0.0
H10.3,1,1.0,878850.0,878850.0,0.0
H33.2,1,1.0,878850.0,878850.0,0.0
H40.2,1,1.0,1548739.6476,1548739.6476,0.0
H54.0,1,1.0,878850.0,878850.0,0.0
H60.1,1,1.0,644100.0,644100.0,0.0
H65.4,1,1.0,455850.0,455850.0,0.0
H81.1,1,1.0,741300.0,741300.0,0.0
H81.3,1,1.0,830550.0,830550.0,0.0
H81.8,1,1.0,741300.0,741300.0,0.0
H81.9,1,1.0,741300.0,741300.0,0.0
H91.9,1,1.0,644100.0,644100.0,0.0
I11.9,1,1.0,808500.0,808500.0,0.0
I13.0,1,1.0,1512600.0,1512600.0,0.0
I21.3,1,1.0,877950.0,877950.0,0.0
I26.0,1,1.0,1443300.0,1443300.0,0.0
E31.0,1,1.0,1654500.0,1654500.0,0.0
E16.1,1,1.0,1654500.0,1654500.0,0.0
I71.8,1,1.0,1684636.5769,1684636.5769,0.0
B34.8,1,1.0,779850.0,779850.0,0.0
B37.7,1,1.0,2104800.0,2104800.0,0.0
B44.9,1,1.0,18935781.0561,18935781.0561,0.0
B67.8,1,1.0,3919493.9352,3919493.9352,0.0
B87.0,1,1.0,1312500.0,1312500.0,0.0
C15.0,1,1.0,5767045.0451,5767045.0451,0.0
C15.9,1,1.0,2085900.0,2085900.0,0.0
C16.2,1,1.0,2085900.0,2085900.0,0.0
C18.1,1,1.0,2085900.0,2085900.0,0.0
C18.4,1,1.0,2585115.5154,2585115.5154,0.0
C22.0,1,1.0,8517178.2603,8517178.2603,0.0
C25.3,1,1.0,3919493.9352,3919493.9352,0.0
C43.5,1,1.0,1345703.164,1345703.164,0.0
C43.7,1,1.0,1627203.946,1627203.946,0.0
C43.9,1,1.0,1183950.0,1183950.0,0.0
C44.2,1,1.0,796800.0,796800.0,0.0
C44.6,1,1.0,1591288.329,1591288.329,0.0
C45.9,1,1.0,2002200.0,2002200.0,0.0
C48.2,1,1.0,2585115.5154,2585115.5154,0.0
C49.3,1,1.0,1703888.6418,1703888.6418,0.0
C50.2,1,1.0,1609893.2657,1609893.2657,0.0
C53.0,1,1.0,3791847.8909,3791847.8909,0.0
B35.4,1,1.0,538500.0,538500.0,0.0
B24,1,1.0,909900.0,909900.0,0.0
C60.1,1,1.0,2677007.7247,2677007.7247,0.0
B22.2,1,1.0,909900.0,909900.0,0.0
